"latitude"	"longitude"	"width"	"height"	"size"	"quality"	"good"
38	-122	604	404	9	3.68828273555832E-005	0
38	-97	604	453	57	0.0002083242	0
-29	24	604	406	7	2.85453299840146E-005	0
30	-95	453	604	82	0.0002996945	0
60	-95	604	452	185	0.0006776358	0
44	-123	604	453	4	1.46192418461179E-005	0
32	-81	604	403	19	0.000078057	0
40	-4	720	540	113	0.0002906379	1
39	-77	640	480	19	0.000061849	0
59	18	320	240	5	6.51041666666667E-005	0
31	36	720	540	100	0.0002572016	0
53	6	480	360	2	1.15740740740741E-005	0
14	-89	282	282	116	0.0014586791	0
38	-122	604	453	1	3.65481046152947E-006	0
-41	174	604	453	79	0.00028873	1
60	-95	720	535	23	5.97092419522326E-005	0
40	-105	604	453	36	0.0001315732	0
-34	151	604	453	73	0.0002668012	0
31	-92	603	412	100	0.0004025182	0
32	-97	720	540	45	0.0001157407	1
60	-95	604	453	60	0.0002192886	0
43	13	604	453	43	0.0001571568	1
35	111	604	452	49	0.0001794819	1
39	-77	453	604	27	9.86798824612955E-005	0
40	-4	719	477	196	0.0005714902	0
47	8	480	640	10	3.25520833333333E-005	0
43	-78	604	453	60	0.0002192886	0
38	-97	604	452	13	4.76176522299713E-005	0
18	-95	604	453	16	0.000058477	1
31	-92	417	276	42	0.0003649255	0
40	-106	604	402	5	2.05924022272742E-005	0
40	-4	604	453	59	0.0002156338	1
21	-106	604	453	100	0.000365481	1
42	12	720	405	33	0.0001131687	1
-28	153	720	481	6	0.000017325	0
41	-75	720	540	200	0.0005144033	0
-27	133	604	453	13	4.7512535999883E-005	0
38	-122	720	537	28	7.24187875025864E-005	0
32	-94	604	453	22	8.04058301536482E-005	0
46	-123	720	405	8	2.74348422496571E-005	0
31	36	604	452	10	0.000036629	1
28	84	403	604	20	8.21652178199924E-005	1
41	-124	453	604	12	4.38577255383536E-005	0
15	100	604	453	126	0.0004605061	1
1	104	604	453	40	0.0001461924	1
39	-77	604	453	18	6.57865883075304E-005	0
43	25	604	453	60	0.0002192886	0
31	36	604	452	32	0.0001172127	0
23	-102	720	540	23	5.9156378600823E-005	0
38	-122	720	479	17	4.92925075388541E-005	1
28	-82	720	540	21	5.40123456790123E-005	0
37	-122	720	540	58	0.000149177	0
31	36	720	528	5	1.31523569023569E-005	1
54	-2	720	405	135	0.000462963	1
38	-123	720	441	8	2.51952632905014E-005	0
18	-78	604	453	38	0.0001388828	0
39	-86	540	720	7	1.80041152263374E-005	0
33	-97	720	537	11	2.84502379474447E-005	0
54	-1	604	453	54	0.0001973598	1
42	44	720	540	8	2.05761316872428E-005	0
36	-112	604	403	9	3.69743480189966E-005	1
45	-122	720	222	45	0.0002815315	0
28	84	537	720	46	0.0001189737	0
38	-97	453	604	11	4.02029150768241E-005	0
48	-122	604	403	53	0.0002177378	0
23	-102	720	480	13	3.76157407407407E-005	1
15	100	604	453	159	0.0005811149	1
39	-78	453	604	100	0.000365481	0
45	10	537	720	97	0.0002508794	0
41	-73	592	336	8	4.02187902187902E-005	0
23	-102	604	453	53	0.000193705	1
22	114	720	540	7	1.80041152263374E-005	0
14	101	604	404	20	8.19618385679628E-005	1
-27	133	540	720	26	6.68724279835391E-005	1
41	-101	604	453	3	1.09644313845884E-005	0
36	-120	604	453	16	0.000058477	0
39	-87	604	604	29	7.94921275382659E-005	0
44	-121	144	214	4	0.0001298027	0
33	-84	540	720	37	9.51646090534979E-005	0
33	44	600	720	72	0.0001666667	0
33	-97	604	453	42	0.000153502	0
28	84	404	603	41	0.0001683004	1
38	-122	604	377	1	4.39158922830994E-006	0
44	-69	453	604	2	7.30962092305893E-006	0
43	13	604	404	9	3.68828273555832E-005	1
-38	145	650	434	39	0.0001382488	1
32	35	540	720	36	9.25925925925926E-005	0
39	22	720	538	37	9.55183808343659E-005	1
-41	174	720	540	17	4.3724279835391E-005	0
20	77	720	720	48	9.25925925925926E-005	1
54	-2	720	688	55	0.0001110304	0
3	113	604	453	13	4.7512535999883E-005	1
46	2	604	452	16	5.86063412061185E-005	0
38	-122	453	604	5	1.82740523076473E-005	0
45	-69	720	540	103	0.0002649177	0
25	83	604	453	29	0.0001059895	1
33	44	550	400	30	0.0001363636	0
29	-98	604	453	1	3.65481046152947E-006	0
29	-81	453	604	15	5.4822156922942E-005	0
34	-87	720	540	7	1.80041152263374E-005	0
52	0	720	480	12	3.47222222222222E-005	1
39	-110	604	453	72	0.0002631464	1
60	-95	604	453	87	0.0003179685	0
21	-101	604	558	34	0.0001008806	0
42	44	540	720	72	0.0001851852	0
32	-106	336	248	60	0.0007200461	0
54	-2	720	540	78	0.0002006173	0
34	-118	599	485	5	1.72108152763196E-005	0
-29	24	604	453	5	1.82740523076473E-005	0
31	36	720	537	50	0.0001293193	0
37	-122	604	453	20	7.30962092305893E-005	0
-34	-64	508	479	13	0.000053425	1
-17	146	720	480	52	0.000150463	1
21	-158	720	480	159	0.0004600694	1
42	-73	720	540	24	6.17283950617284E-005	0
33	-107	720	540	6	1.54320987654321E-005	0
15	100	300	400	7	5.83333333333333E-005	1
43	13	604	409	86	0.0003481274	0
40	-88	453	604	14	5.11673464614125E-005	0
42	44	604	453	53	0.000193705	0
46	2	720	540	111	0.0002854938	0
40	-87	540	720	100	0.0002572016	0
45	16	453	604	40	0.0001461924	1
30	-98	479	720	6	1.73973556019485E-005	0
34	-117	100	149	10	0.0006711409	0
23	-102	604	453	49	0.0001790857	0
48	-122	453	604	17	6.21317778460009E-005	0
28	-82	453	604	31	0.0001132991	0
42	-74	360	270	23	0.0002366255	0
34	-83	720	540	63	0.000162037	0
25	111	604	453	32	0.0001169539	1
39	-77	453	604	64	0.0002339079	1
34	-87	720	540	12	3.08641975308642E-005	0
30	70	604	401	12	0.000049545	1
30	-84	453	604	60	0.0002192886	0
18	-67	604	340	15	7.30424620179198E-005	0
41	-83	604	453	15	5.4822156922942E-005	0
34	-91	720	540	17	4.3724279835391E-005	1
-41	174	604	403	40	0.0001643304	1
-29	24	480	640	38	0.0001236979	0
38	-120	720	540	132	0.0003395062	1
35	105	480	640	25	8.13802083333333E-005	1
46	2	720	720	151	0.0002912809	1
44	-116	604	453	1	3.65481046152947E-006	1
36	138	604	403	44	0.0001807635	0
39	-83	604	453	58	0.000211979	0
20	77	604	453	7	2.55836732307063E-005	0
43	-78	720	540	10	2.57201646090535E-005	0
18	-78	453	604	29	0.0001059895	1
42	-89	720	478	30	8.71687587168759E-005	0
1	38	600	397	2	8.39630562552477E-006	1
43	-78	604	402	60	0.0002471088	0
28	-82	581	398	112	0.0004843495	0
23	-102	720	538	59	0.0001523131	0
45	16	720	540	56	0.0001440329	1
-6	107	600	450	29	0.0001074074	0
-1	15	720	404	100	0.0003437844	0
43	-86	540	720	108	0.0002777778	0
38	-97	604	453	34	0.0001242636	0
41	-74	453	604	41	0.0001498472	0
42	-84	604	416	10	3.97987773815588E-005	0
42	-88	604	453	29	0.0001059895	0
31	-92	453	604	11	4.02029150768241E-005	0
36	-120	453	604	95	0.000347207	0
48	-122	453	604	21	0.000076751	0
38	-122	604	453	15	5.4822156922942E-005	0
42	-75	453	604	170	0.0006213178	1
28	-82	604	453	11	4.02029150768241E-005	0
43	13	604	452	69	0.0002527398	0
36	138	537	720	27	6.98324022346369E-005	0
-29	24	604	453	47	0.0001717761	0
42	-88	453	604	26	9.50250719997661E-005	0
39	35	604	453	39	0.0001425376	1
62	10	439	604	29	0.0001093696	0
42	-123	339	604	8	3.90708941374123E-005	0
34	-84	604	453	18	6.57865883075304E-005	0
33	-117	480	360	73	0.0004224537	0
40	-75	720	540	55	0.0001414609	0
40	-4	604	453	182	0.0006651755	1
39	0	720	480	4	1.15740740740741E-005	1
36	-79	604	453	30	0.0001096443	0
38	-122	540	720	96	0.0002469136	0
24	-76	604	453	156	0.0005701504	1
38	-122	604	453	84	0.0003070041	0
54	-2	604	340	50	0.0002434749	0
27	30	604	452	10	0.000036629	1
44	-70	604	468	7	2.47636837040811E-005	0
33	-117	720	540	6	1.54320987654321E-005	0
42	-73	453	604	33	0.0001206087	0
41	-106	478	720	10	2.90562529056253E-005	1
1	104	720	540	188	0.0004835391	1
20	77	453	604	4	1.46192418461179E-005	0
34	-118	720	540	46	0.0001183128	0
10	-84	453	604	26	9.50250719997661E-005	1
31	36	604	453	30	0.0001096443	0
-30	-71	604	453	30	0.0001096443	0
42	-73	453	604	9	3.28932941537652E-005	0
30	-99	720	478	14	4.06787540678754E-005	1
53	-8	604	411	20	8.0565894845394E-005	0
38	-122	720	540	17	4.3724279835391E-005	0
54	-2	300	400	137	0.0011416667	0
44	-90	400	300	6	0.00005	0
24	-104	540	720	67	0.0001723251	0
48	-100	466	720	120	0.0003576538	0
54	-2	604	453	36	0.0001315732	0
15	19	604	452	60	0.0002197738	0
40	-107	604	453	14	5.11673464614125E-005	1
34	-118	200	148	43	0.0014527027	0
-21	56	604	453	84	0.0003070041	0
35	111	633	720	3	6.58241179568194E-006	0
34	-84	720	540	19	4.88683127572016E-005	0
36	-83	604	402	19	7.82511284636421E-005	0
34	-118	453	604	100	0.000365481	1
30	-95	453	604	39	0.0001425376	0
43	-78	540	720	164	0.0004218107	1
8	-2	604	453	181	0.0006615207	0
47	20	604	453	9	3.28932941537652E-005	0
49	2	604	453	32	0.0001169539	0
60	-95	604	453	159	0.0005811149	1
33	-97	432	604	2	7.66494971792985E-006	0
35	-82	540	720	7	1.80041152263374E-005	0
1	104	480	720	106	0.000306713	0
49	2	604	453	14	5.11673464614125E-005	0
-21	56	604	453	15	5.4822156922942E-005	0
-21	56	640	480	20	6.51041666666667E-005	0
43	25	720	540	50	0.0001286008	1
30	-98	720	540	19	4.88683127572016E-005	0
43	13	604	453	60	0.0002192886	1
20	-105	404	604	128	0.0005245558	0
-6	-48	540	720	6	1.54320987654321E-005	0
28	-82	604	452	9	3.29660669284417E-005	0
1	104	293	480	34	0.000241752	0
13	105	540	720	27	6.94444444444444E-005	1
41	-90	604	453	15	5.4822156922942E-005	0
-17	-65	604	431	3	1.15241007360059E-005	0
38	-122	540	720	67	0.0001723251	0
40	-75	720	538	9	2.32342007434944E-005	0
42	-75	720	537	15	3.87957790192427E-005	0
39	-79	720	540	6	1.54320987654321E-005	0
-33	-56	514	720	84	0.000226978	0
31	-92	453	604	4	1.46192418461179E-005	0
-34	151	448	336	22	0.0001461522	0
37	-122	720	405	15	5.1440329218107E-005	0
12	-62	480	360	11	6.36574074074074E-005	0
38	-122	604	453	14	5.11673464614125E-005	0
57	24	401	604	8	0.00003303	0
38	-122	640	480	12	3.90625E-005	0
45	-1	540	720	47	0.0001208848	1
38	-122	720	430	6	1.93798449612403E-005	0
32	35	604	404	14	5.73732869975739E-005	0
36	138	604	453	34	0.0001242636	0
34	-118	720	482	20	5.7630244352236E-005	0
15	100	604	453	63	0.0002302531	1
30	-98	720	540	114	0.0002932099	0
51	9	720	479	4	1.15982370679657E-005	0
39	-78	453	604	60	0.0002192886	1
15	100	604	339	146	0.0007130438	0
34	-117	604	453	12	4.38577255383536E-005	0
31	36	453	604	60	0.0002192886	1
-21	56	720	540	62	0.000159465	0
35	-81	540	720	128	0.0003292181	0
43	-78	720	430	15	4.84496124031008E-005	1
23	-102	604	453	9	3.28932941537652E-005	0
31	36	604	453	15	5.4822156922942E-005	0
40	-4	604	453	147	0.0005372571	0
34	-118	400	600	5	2.08333333333333E-005	0
37	-122	604	453	43	0.0001571568	1
72	-40	604	453	17	6.21317778460009E-005	1
43	-89	720	540	29	7.45884773662551E-005	0
54	-2	604	453	16	0.000058477	0
30	-90	720	512	198	0.0005371094	0
20	77	478	446	38	0.0001782464	1
38	-123	720	540	16	4.11522633744856E-005	0
43	13	453	604	60	0.0002192886	1
28	77	720	540	100	0.0002572016	0
60	-95	604	453	36	0.0001315732	0
34	-90	452	604	32	0.0001172127	0
31	-92	604	448	100	0.0003695601	0
40	-83	604	452	61	0.0002234367	0
23	-102	402	603	5	2.06265521480491E-005	0
42	-74	453	604	28	0.0001023347	0
13	-60	604	453	20	7.30962092305893E-005	0
38	-122	604	453	3	1.09644313845884E-005	0
46	-123	478	720	73	0.0002121106	0
39	-105	604	453	61	0.0002229434	0
42	-88	453	604	22	8.04058301536482E-005	0
35	140	720	480	7	2.02546296296296E-005	0
-8	110	604	453	20	7.30962092305893E-005	0
36	138	453	604	132	0.000482435	1
-29	24	403	603	55	0.0002263291	0
1	38	604	453	63	0.0002302531	1
39	-77	720	480	29	0.000083912	0
45	-91	720	540	34	8.74485596707819E-005	0
-29	24	604	453	36	0.0001315732	1
51	9	604	453	60	0.0002192886	1
39	-77	720	540	8	2.05761316872428E-005	0
-29	24	604	452	17	6.22692375315009E-005	0
22	114	604	452	42	0.0001538416	0
13	105	720	540	8	2.05761316872428E-005	1
47	8	604	453	29	0.0001059895	0
18	-67	604	452	41	0.0001501787	0
29	-81	604	452	58	0.000212448	0
38	-97	720	540	68	0.0001748971	0
44	-69	604	448	100	0.0003695601	1
51	4	538	720	39	0.0001006815	0
42	-88	604	339	70	0.0003418703	0
54	-2	540	720	80	0.0002057613	0
28	84	477	720	5	1.45585837409737E-005	1
39	-77	720	540	100	0.0002572016	0
39	-105	604	453	1	3.65481046152947E-006	0
39	-105	604	453	1	3.65481046152947E-006	0
40	-105	720	540	46	0.0001183128	1
31	36	403	604	4	0.000016433	0
41	-83	604	406	7	2.85453299840146E-005	0
18	-78	604	403	100	0.0004108261	0
39	-77	604	453	45	0.0001644665	0
36	-115	604	453	54	0.0001973598	0
41	-82	540	720	3	0.000007716	0
39	-120	604	483	21	7.19838756118629E-005	0
-27	133	720	540	200	0.0005144033	1
1	32	453	604	98	0.0003581714	0
36	-120	604	453	9	3.28932941537652E-005	1
37	-122	604	453	11	4.02029150768241E-005	0
38	-97	604	402	3	1.23554413363645E-005	0
42	-75	604	453	4	1.46192418461179E-005	0
-33	-69	604	453	59	0.0002156338	1
-15	30	640	425	5	1.83823529411765E-005	1
39	-110	720	540	10	2.57201646090535E-005	1
-10	-76	720	540	52	0.0001337449	1
37	-122	453	604	68	0.0002485271	0
23	-102	604	453	39	0.0001425376	0
18	-67	604	403	4	0.000016433	0
42	-88	604	453	14	5.11673464614125E-005	0
68	20	604	453	56	0.0002046694	0
31	36	720	540	4	1.02880658436214E-005	0
37	-122	720	540	4	1.02880658436214E-005	0
36	138	448	604	19	7.02164143803217E-005	0
31	121	604	493	27	9.06734011256935E-005	0
18	-67	720	540	23	5.9156378600823E-005	1
38	-122	604	404	13	5.32751950691758E-005	0
44	-73	604	453	25	9.13702615382366E-005	1
1	104	604	404	10	4.09809192839814E-005	1
36	138	604	453	37	0.000135228	0
31	-92	453	604	100	0.000365481	0
40	-106	604	402	58	0.0002388719	0
43	-72	604	453	14	5.11673464614125E-005	1
28	84	720	480	43	0.0001244213	0
40	-105	453	604	14	5.11673464614125E-005	1
33	-117	604	453	15	5.4822156922942E-005	0
52	0	298	604	67	0.0003722388	0
42	-88	402	604	174	0.0007166156	0
36	-79	604	453	1	3.65481046152947E-006	0
15	19	604	453	19	6.94413987690598E-005	0
38	-78	604	453	10	3.65481046152946E-005	0
48	16	453	604	131	0.0004787802	1
21	-158	604	399	14	5.80922504937841E-005	0
10	-84	604	453	15	5.4822156922942E-005	1
14	-89	720	540	38	9.77366255144033E-005	0
35	111	604	453	60	0.0002192886	0
53	13	453	604	23	8.40606406151777E-005	1
62	15	665	415	7	2.53646163601775E-005	0
40	-75	453	604	25	9.13702615382366E-005	0
42	-75	604	453	43	0.0001571568	0
46	2	604	453	60	0.0002192886	0
46	2	604	453	61	0.0002229434	0
38	-122	604	453	20	7.30962092305893E-005	0
20	77	453	604	49	0.0001790857	1
15	100	600	398	3	1.25628140703518E-005	0
35	136	604	453	15	5.4822156922942E-005	0
40	-4	720	537	29	7.50051727705359E-005	0
21	-100	604	403	86	0.0003533104	0
20	77	604	453	4	1.46192418461179E-005	0
15	100	453	604	55	0.0002010146	0
30	-86	494	720	17	4.7795771479982E-005	0
43	-111	720	540	15	3.85802469135802E-005	1
38	-122	604	453	10	3.65481046152946E-005	0
54	-2	537	720	88	0.0002276019	1
43	-78	540	720	79	0.0002031893	0
-21	56	604	453	17	6.21317778460009E-005	0
46	2	604	453	59	0.0002156338	0
42	-88	720	540	6	1.54320987654321E-005	0
46	2	604	453	57	0.0002083242	0
38	-122	405	720	7	2.40054869684499E-005	1
20	77	604	401	61	0.0002518538	1
56	38	604	453	28	0.0001023347	1
29	-81	720	540	66	0.0001697531	0
44	-90	720	540	81	0.0002083333	0
3	73	720	540	31	7.97325102880658E-005	1
40	-76	600	400	9	0.0000375	0
63	7	720	540	16	4.11522633744856E-005	0
36	-115	604	453	55	0.0002010146	0
62	15	720	540	22	5.65843621399177E-005	1
24	-76	604	452	39	0.000142853	0
28	84	404	603	56	0.0002298737	1
53	-8	604	408	1	4.0579145565511E-006	0
40	-78	720	720	31	5.97993827160494E-005	0
20	77	604	400	5	2.06953642384106E-005	1
10	-84	720	540	116	0.0002983539	1
-30	31	604	448	59	0.0002180404	0
42	-87	480	720	12	3.47222222222222E-005	1
60	-95	453	604	2	7.30962092305893E-006	0
41	-74	720	482	5	1.4407561088059E-005	1
40	-86	604	453	79	0.00028873	0
34	-118	604	516	3	9.62575080856307E-006	0
54	-2	604	453	10	3.65481046152946E-005	0
30	-90	720	479	64	0.0001855718	0
32	-65	604	400	25	0.0001034768	0
39	-97	720	540	51	0.0001311728	1
53	13	720	540	180	0.000462963	0
37	-93	537	720	31	8.01779433064349E-005	0
53	-8	453	604	58	0.000211979	0
43	25	720	540	28	7.20164609053498E-005	0
40	-122	604	453	110	0.0004020292	0
42	-75	528	400	15	7.10227272727273E-005	0
23	-102	604	453	23	8.40606406151777E-005	0
36	138	180	400	5	6.94444444444444E-005	0
38	-122	540	720	9	2.31481481481481E-005	0
34	-118	604	283	11	6.43530760770365E-005	0
16	106	540	720	78	0.0002006173	1
37	-121	720	451	33	0.000101626	1
-27	32	604	453	36	0.0001315732	1
21	-158	720	540	91	0.0002340535	0
20	77	595	604	13	3.61734097612555E-005	1
63	26	720	540	8	2.05761316872428E-005	1
38	-122	604	403	6	2.46495653459977E-005	0
54	-2	402	604	1	4.11848044545484E-006	0
15	100	604	453	60	0.0002192886	0
35	105	604	453	60	0.0002192886	0
52	0	604	453	31	0.0001132991	1
38	-97	720	538	19	0.00004905	0
40	-112	604	453	100	0.000365481	1
22	114	720	537	7	1.81046968756466E-005	0
30	-97	604	402	64	0.0002635827	1
18	-78	604	453	53	0.000193705	0
15	-89	720	540	72	0.0001851852	0
38	-120	604	453	25	9.13702615382366E-005	0
43	-71	453	604	17	6.21317778460009E-005	1
33	-112	604	453	20	7.30962092305893E-005	0
38	-122	342	512	12	6.8530701754386E-005	0
34	-84	430	720	6	1.93798449612403E-005	0
51	9	720	479	69	0.0002000696	0
46	-124	720	540	6	1.54320987654321E-005	1
39	22	604	453	100	0.000365481	0
42	-93	453	604	7	2.55836732307063E-005	0
-34	-64	604	453	31	0.0001132991	0
1	104	604	404	33	0.000135237	0
3	113	540	720	93	0.0002391975	1
36	-122	720	538	14	3.61420900454358E-005	1
46	-118	537	720	99	0.0002560521	0
31	-92	540	720	135	0.0003472222	0
44	-73	604	340	49	0.0002386054	0
49	32	720	480	14	4.05092592592593E-005	0
32	35	604	453	26	9.50250719997661E-005	0
46	-123	600	600	144	0.0004	1
31	-92	604	453	122	0.0004458869	0
-34	23	604	401	86	0.0003550726	1
46	2	604	453	78	0.0002850752	1
49	2	453	604	35	0.0001279184	0
44	7	521	604	1	3.17779105388263E-006	0
-28	-49	604	453	40	0.0001461924	0
40	-75	453	592	60	0.0002237337	1
30	-98	453	604	17	6.21317778460009E-005	0
-22	-48	720	540	176	0.0004526749	1
-5	38	720	482	29	8.35638543107423E-005	1
11	-63	604	453	100	0.000365481	1
39	-77	604	464	5	1.78408312400091E-005	0
35	-86	604	453	25	9.13702615382366E-005	0
37	-122	604	403	10	4.10826089099962E-005	0
34	-118	720	540	93	0.0002391975	0
40	-75	537	720	3	7.75915580384854E-006	0
38	-122	604	453	22	8.04058301536482E-005	0
31	-110	270	360	99	0.0010185185	1
10	-84	540	720	80	0.0002057613	1
38	-122	720	481	5	1.44375144375144E-005	0
34	-118	720	480	21	6.07638888888889E-005	0
31	36	720	540	29	7.45884773662551E-005	1
46	-123	604	453	23	8.40606406151777E-005	0
39	-77	720	540	87	0.0002237654	0
22	114	720	540	35	9.00205761316872E-005	0
40	-88	360	270	98	0.0010082305	0
39	-77	640	480	51	0.0001660156	0
42	-74	604	453	44	0.0001608117	1
27	30	604	453	60	0.0002192886	1
34	-118	453	604	51	0.0001863953	0
8	-2	452	604	7	2.56402742776768E-005	0
32	-65	720	481	1	2.88750288750289E-006	0
16	-90	453	592	40	0.0001491558	1
38	-122	604	453	20	7.30962092305893E-005	0
43	-78	360	270	9	9.25925925925926E-005	0
37	-122	498	604	6	1.99473390249741E-005	0
48	-122	720	540	12	3.08641975308642E-005	0
20	77	453	604	46	0.0001681213	0
-21	56	604	453	25	9.13702615382366E-005	0
37	-122	360	270	12	0.0001234568	0
33	-117	720	540	9	2.31481481481481E-005	0
49	2	604	453	60	0.0002192886	1
40	-4	604	453	23	8.40606406151777E-005	1
20	77	604	453	35	0.0001279184	0
26	-77	604	309	3	1.60740693113869E-005	1
35	105	720	540	2	0.000005144	0
40	-81	720	540	33	8.48765432098765E-005	0
35	105	604	453	57	0.0002083242	1
54	-2	540	720	8	2.05761316872428E-005	0
38	-122	453	604	46	0.0001681213	0
34	-118	604	453	65	0.0002375627	0
48	12	604	453	16	0.000058477	0
-15	-140	604	453	12	4.38577255383536E-005	1
46	105	604	453	35	0.0001279184	0
38	-122	720	480	21	6.07638888888889E-005	1
-33	-69	453	604	43	0.0001571568	1
37	-122	640	480	5	0.000016276	0
39	35	537	720	91	0.0002353611	0
46	2	533	720	45	0.0001172608	1
-41	174	604	453	49	0.0001790857	0
31	-92	540	720	11	2.82921810699588E-005	0
-5	120	453	604	3	1.09644313845884E-005	0
39	-82	604	453	51	0.0001863953	0
35	105	604	453	60	0.0002192886	0
47	13	448	336	6	3.9859693877551E-005	0
46	-94	604	452	24	8.79095118091778E-005	0
35	105	480	720	18	5.20833333333333E-005	0
46	-123	600	600	18	0.00005	0
38	-122	604	453	3	1.09644313845884E-005	0
39	-84	453	604	2	7.30962092305893E-006	0
51	9	540	720	16	4.11522633744856E-005	0
38	-75	604	453	40	0.0001461924	0
43	13	453	604	40	0.0001461924	1
39	-76	720	540	7	1.80041152263374E-005	0
-27	133	604	403	59	0.0002423874	0
44	-99	604	453	23	8.40606406151777E-005	0
37	-122	403	604	4	0.000016433	0
42	44	534	720	125	0.0003251144	0
14	101	405	604	5	2.04398659144796E-005	0
43	5	453	604	10	3.65481046152946E-005	1
8	38	374	525	50	0.0002546473	0
1	104	720	480	126	0.0003645833	1
33	-84	402	603	59	0.0002433933	0
36	-82	604	390	19	8.06588554932926E-005	0
31	36	720	540	12	3.08641975308642E-005	0
41	-74	720	540	5	1.28600823045267E-005	0
37	-122	453	604	10	3.65481046152946E-005	0
40	-75	604	453	9	3.28932941537652E-005	0
46	-94	555	720	15	3.75375375375375E-005	0
31	36	604	453	46	0.0001681213	0
-27	133	453	581	7	2.65964520332988E-005	0
14	-89	604	453	52	0.0001900501	0
42	-73	480	720	23	6.65509259259259E-005	1
38	-122	453	604	8	2.92384836922357E-005	0
38	-122	453	604	8	2.92384836922357E-005	0
42	-88	604	453	37	0.000135228	1
-21	56	720	481	47	0.0001357126	0
32	-81	604	453	46	0.0001681213	1
28	84	604	404	48	0.0001967084	1
41	-71	720	540	9	2.31481481481481E-005	1
38	-122	478	640	2	6.53765690376569E-006	0
39	35	540	720	17	4.3724279835391E-005	0
38	-122	604	404	18	7.37656547111665E-005	0
37	-122	604	453	6	2.19288627691768E-005	0
42	-75	604	453	29	0.0001059895	0
-10	-55	453	604	25	9.13702615382366E-005	0
51	9	604	453	8	2.92384836922357E-005	0
10	-84	720	540	15	3.85802469135802E-005	1
45	5	604	403	21	8.62734787109921E-005	1
34	-79	540	720	24	6.17283950617284E-005	1
38	-123	553	467	17	6.58274314523467E-005	0
21	-158	537	720	37	9.5696254914132E-005	0
33	44	604	453	92	0.0003362426	0
22	114	604	453	32	0.0001169539	0
40	-105	515	720	1	2.69687162891046E-006	0
34	-118	604	453	31	0.0001132991	0
-13	-72	453	604	2	7.30962092305893E-006	1
44	-121	540	720	43	0.0001105967	1
15	100	604	405	22	8.99354100237102E-005	0
24	-76	448	604	29	0.0001071724	0
39	-121	720	540	13	3.34362139917695E-005	0
34	-118	604	404	22	0.000090158	0
36	-120	720	540	100	0.0002572016	0
37	-122	534	720	16	4.16146483562214E-005	0
41	-84	720	539	24	6.18429189857761E-005	0
22	114	720	540	59	0.000151749	1
21	-87	604	453	9	3.28932941537652E-005	0
38	-97	604	403	12	4.92991306919955E-005	0
32	-92	720	405	5	1.71467764060357E-005	0
34	-119	604	453	60	0.0002192886	0
41	-111	604	404	45	0.0001844141	0
39	-121	270	360	17	0.0001748971	0
45	-116	604	453	59	0.0002156338	0
47	-122	604	453	50	0.0001827405	0
42	-75	604	453	65	0.0002375627	0
44	7	453	604	35	0.0001279184	0
30	-90	720	479	7	2.02969148689399E-005	0
40	-106	604	453	12	4.38577255383536E-005	0
45	-69	604	453	57	0.0002083242	1
34	-118	480	360	2	1.15740740740741E-005	0
51	9	453	604	19	6.94413987690598E-005	0
44	-73	720	480	41	0.0001186343	0
43	13	402	603	52	0.0002145161	1
31	36	720	481	28	8.08500808500808E-005	0
25	52	720	540	10	2.57201646090535E-005	1
30	-98	720	540	29	7.45884773662551E-005	0
22	-80	540	720	200	0.0005144033	1
38	-92	450	348	32	0.0002043423	0
22	114	604	340	3	1.4608492403584E-005	0
44	-73	604	402	120	0.0004942177	0
46	2	604	453	5	1.82740523076473E-005	0
35	105	360	270	19	0.0001954733	0
42	-71	720	576	11	2.65239197530864E-005	0
39	-120	453	604	2	7.30962092305893E-006	0
43	141	604	339	45	0.0002197738	1
38	-80	402	604	44	0.0001812131	0
44	-90	604	453	35	0.0001279184	0
38	-77	537	720	100	0.0002586385	0
39	-120	604	453	13	4.7512535999883E-005	1
33	-80	360	219	8	0.0001014713	0
14	101	719	569	7	1.71102708067004E-005	0
38	-122	720	540	21	5.40123456790123E-005	0
65	-18	720	540	104	0.0002674897	0
26	-80	604	453	12	4.38577255383536E-005	0
44	-121	720	482	25	7.20378054402951E-005	1
52	20	604	453	3	1.09644313845884E-005	0
17	-95	720	540	12	3.08641975308642E-005	0
40	-106	604	402	58	0.0002388719	0
1	104	720	478	19	5.52068805206881E-005	0
42	-93	720	540	23	5.9156378600823E-005	0
41	-74	200	148	26	0.0008783784	0
25	110	604	401	9	3.71587587323083E-005	1
33	-97	604	453	4	1.46192418461179E-005	0
38	-86	604	453	7	2.55836732307063E-005	0
31	36	604	453	41	0.0001498472	0
36	-115	720	540	4	1.02880658436214E-005	0
40	-4	604	453	42	0.000153502	0
39	-77	453	604	15	5.4822156922942E-005	0
38	-78	604	453	29	0.0001059895	0
34	-112	720	540	2	0.000005144	0
30	-98	604	453	32	0.0001169539	0
-21	56	453	592	12	4.47467334884553E-005	0
36	-82	453	604	22	8.04058301536482E-005	0
40	-75	604	453	2	7.30962092305893E-006	0
31	36	540	720	99	0.0002546296	0
51	-116	604	453	29	0.0001059895	1
-35	-55	604	453	71	0.0002594915	1
23	-102	720	538	25	6.45394465097067E-005	0
15	100	453	604	23	8.40606406151777E-005	0
34	-84	604	453	55	0.0002010146	0
39	-77	604	453	33	0.0001206087	0
32	35	720	515	1	2.69687162891046E-006	0
31	-110	270	360	144	0.0014814815	0
38	-97	604	453	48	0.0001754309	0
